32.221,19.317,1
23.034,29.164,1
27.41,30.317,1
20.812,27.461,1
24.751,16.753,1
23.684,31.114,1
25.03,18.135,1
23.297,19.724,1
22.613,29.709,1
25.613,26.069,1
24.807,31.427,1
16.32,17.57,1
27.592,4.7841,1
20.701,28.518,1
26.274,28.077,1
26.776,28.49,1
26.465,27.476,1
24.678,20.4,1
15.146,19.969,1
21.043,30.386,1
32.235,33.781,1
28.305,39.704,1
24.653,15.389,1
27.271,26.583,1
29.344,30.347,1
18.588,21.435,1
24.889,25.322,1
23.681,20.042,1
25.129,20.893,1
25.683,32.329,1
24.032,32.724,1
25.301,11.7,1
29.67,29.303,1
29.857,30.248,1
23.874,27.257,1
20.972,31.488,1
24.676,25.482,1
22.28,16.789,1
26.798,28.055,1
24.772,25.302,1
26.197,30.313,1
25.443,26.907,1
32.623,31.185,1
26.729,27.409,1
31.423,20.018,1
22.651,19.457,1
27.017,18.386,1
21.891,30.873,1
30.664,19.906,1
15.323,29.645,1
16.407,13.413,1
27.4,26.773,1
21.977,29.515,1
10.924,13.608,1
27.664,29.16,1
33.716,33.01,1
19.692,30.119,1
21.534,28.859,1
26.33,16.368,1
25.928,19.071,1
30.512,29.359,1
21.319,18.664,1
24.673,21.874,1
22.497,19.592,1
23.572,29.722,1
18.967,18.509,1
23.283,20.689,1
22.772,16.109,1
22.481,30.866,1
27.017,32.57,1
19.638,31.506,1
30.682,31.029,1
33.796,18.114,1
26.78,29.427,1
16.428,15.844,1
31.634,18.176,1
29.467,31.672,1
16.707,18.646,1
30.383,33.029,1
28.216,18.849,1
19.937,29.086,1
22.352,14.872,1
21.06,20.185,1
28.826,30.416,1
24.891,28.115,1
21.951,15.451,1
26.641,35.337,1
21.534,33.44,1
28.853,33.205,1
22.91,30.549,1
31.111,31.95,1
30.847,28.829,1
22.241,31.457,1
26.295,29.06,1
30.321,15.449,1
23.506,14.924,1
23.421,20.025,1
30.501,28.731,1
19.412,17.327,1
21.261,11.399,1
22.833,13.356,1
30.851,19.986,1
35.146,18.966,1
21.122,12.926,1
24.478,25.517,1
19.281,17.103,1
27.061,26.297,1
14.558,19.962,1
27.169,15.933,1
27.001,17.828,1
27.747,27.77,1
25.985,27.89,1
12.972,22.369,1
28.375,31.225,1
21.48,31.446,1
20.195,27.418,1
23.477,21.207,1
28.845,18.489,1
24.684,20.977,1
20.901,28.612,1
19.485,16.462,1
23.228,27.242,1
19.09,18.481,1
24.788,16.164,1
26.956,7.9797,1
28.693,29.175,1
27.222,28.816,1
17.722,19.125,1
24.81,36.24,1
30.817,19.723,1
26.928,26.572,1
28.986,34.337,1
13.859,19.361,1
35.119,32.092,1
37.492,35.153,1
19.352,30.55,1
27.244,26.95,1
26.585,26.542,1
25.185,19.329,1
18.951,28.307,1
25.338,25.829,1
19.789,30.635,1
23.553,34.54,1
16.737,20.708,1
24.344,28.401,1
26.04,29.06,1
24.369,28.739,1
17.266,16.46,1
24.437,15.615,1
23.625,28.072,1
22.675,19.187,1
35.93,33.233,1
23.649,32.319,1
31.476,39.719,1
20.792,29.248,1
15.091,31.029,1
24.844,17.861,1
25.027,21.447,1
28.812,31.192,1
30.205,35.199,1
26.66,27.542,1
25.274,29.707,1
28.134,30.835,1
24.464,24.515,1
25.143,27.031,1
20.932,29.945,1
23.077,15.69,1
27.852,19.469,1
19.677,20.744,1
19.336,19.853,1
18.788,11.462,1
17.588,16.491,1
34.375,32.494,1
36.755,34.234,1
23.993,11.524,1
22.427,26.339,1
22.28,31.587,1
26.03,36.701,1
18.066,15.339,1
20.806,20.853,1
24.637,17.437,1
20.93,19.408,1
26.933,31.12,1
26.979,32.382,1
30.106,34.571,1
20.475,20.145,1
25.629,18.964,1
26.88,18.305,1
27.157,18.072,1
21.486,27.81,1
25.685,31.586,1
30.799,17.024,1
17.448,29.065,1
27.075,30.572,1
29.153,34.497,1
24.151,21.738,1
23.222,25.559,1
22.15,28.076,1
17.454,20.77,1
