1.5741,2.0643,1
1.6355,3.1385,1
1.4866,1.9516,1
1.7632,3.2474,1
1.0886,0.24482,1
0.53179,4.5759,1
2.9512,5.3903,1
1.055,0.70089,1
0.8165,1.6887,1
4.7789,4.687,1
0.15324,1.3189,1
0.69092,1.2774,1
2.6703,3.7056,1
2.2149,5.6445,1
-0.43511,1.6461,1
0.9563,4.7829,1
2.5434,-1.1186,1
3.9986,0.46551,1
2.2685,3.0918,1
2.9054,3.0144,1
2.8421,4.2869,1
0.29771,6.9693,1
2.5316,1.2675,1
2.5286,3.3096,1
2.1401,2.4027,1
2.1332,3.1214,1
0.62569,5.5762,1
0.23318,0.32671,1
0.86173,-3.3912,1
2.5152,4.367,1
1.8683,4.285,1
0.93638,2.9424,1
2.6272,1.1327,1
1.6917,1.744,1
2.2409,4.7234,1
0.19185,2.6583,1
2.9148,0.52032,1
0.65405,3.1965,1
2.4327,1.9413,1
1.5873,3.2802,1
-0.52516,2.4046,1
1.9956,4.0796,1
0.42973,1.5652,1
2.4542,4.8363,1
1.9366,1.2187,1
2.9692,1.8494,1
-1.0158,1.9441,1
0.7293,2.0749,1
2.2461,2.1235,1
-0.42368,2.0983,1
1.8993,3.1493,1
-0.28999,5.07,1
-0.060148,-0.30223,1
0.78665,2.4777,1
-0.065646,0.9795,1
0.35854,2.9738,1
4.5466,3.7982,1
1.5258,-0.84245,1
0.032467,1.5116,1
0.72275,-1.3229,1
3.4305,3.1536,1
0.20223,3.4617,1
2.5817,2.6205,1
3.2181,1.0542,1
5.6799,3.0598,1
2.036,2.8622,1
2.4843,-0.85189,1
1.4299,4.4571,1
1.4294,3.2722,1
0.74944,2.0021,1
3.9332,2.3916,1
-1.4567,0.6195,1
1.2608,4.82,1
1.1847,4.4038,1
3.6822,1.9198,1
2.2951,-1.4779,1
-0.036367,1.7377,1
0.42235,-0.26611,1
3.6392,0.79612,1
0.81033,4.8203,1
2.5592,1.9786,1
2.3244,2.1797,1
1.7142,4.7992,1
3.2251,0.52298,1
1.9457,1.6501,1
2.4705,1.8686,1
0.80361,3.1197,1
-0.90982,-0.36163,1
3.9073,2.0298,1
4.5053,3.3861,1
1.7485,4.5369,1
3.1862,3.6017,1
2.9791,3.6804,1
0.86723,3.8631,1
-0.11857,4.671,1
3.5152,3.1109,1
3.8091,4.5143,1
-2.2436,0.11001,1
1.0742,3.2852,1
-0.18513,0.49074,1
0.82062,0.60381,1
4.6265,2.7942,1
2.2487,4.1901,1
-0.37059,0.5853,1
0.91708,0.71015,1
4.7229,4.8304,1
-0.52098,3.2038,1
1.5623,3.6974,1
4.1158,2.5447,1
2.7495,1.7818,1
1.5449,-0.74715,1
1.2831,2.2624,1
4.4508,1.5909,1
-0.13584,-0.49081,1
3.5726,5.1653,1
0.49448,1.245,1
-1.1849,1.0179,1
1.3493,-0.22046,1
0.10468,1.951,1
1.7215,0.86039,1
2.4091,1.1528,1
2.0616,0.70646,1
1.5471,0.52096,1
3.6028,2.5462,1
3.1284,0.99598,1
1.5915,2.5071,1
2.411,2.966,1
0.58946,3.3666,1
1.7135,0.33777,1
1.8887,-0.89754,1
1.6583,1.616,1
0.81876,4.1532,1
0.49084,0.81884,1
3.6947,4.1468,1
1.6274,1.0059,1
3.269,0.70867,1
1.1686,1.8313,1
2.6067,6.4873,1
2.7096,1.5687,1
2.452,2.5428,1
4.2457,2.9448,1
-1.1622,0.92066,1
1.1468,-1.4358,1
-2.5823,2.3849,1
5.8001,4.2726,1
1.4539,0.49085,1
1.5593,2.7767,1
-1.2933,1.4384,1
4.5559,1.5925,1
0.73362,0.26448,1
-0.37043,1.5162,1
2.7939,5.6725,1
3.3322,2.4084,1
4.8206,1.3464,1
1.6309,0.4847,1
-0.73885,-1.591,1
4.3312,1.7092,1
5.8222,4.6824,1
1.5778,0.36817,1
2.9123,3.8286,1
-2.5062,1.8697,1
0.64153,1.9346,1
3.0354,2.5472,1
0.63891,2.5659,1
1.4376,1.8757,1
0.66717,-0.19639,1
1.9342,0.24814,1
2.5306,3.1779,1
2.259,1.7895,1
1.8363,3.909,1
0.63394,3.7189,1
-0.25747,-0.082948,1
1.8267,1.9149,1
5.2625,5.2951,1
1.8502,1.7437,1
1.3458,0.20563,1
0.57721,5.8225,1
1.506,-0.52939,1
2.9795,2.6186,1
1.3859,2.1875,1
0.33954,2.4309,1
-0.10978,3.5375,1
2.6104,3.3844,1
3.1276,1.6256,1
1.3107,1.8101,1
2.4276,0.92124,1
3.9134,0.80537,1
-0.21015,2.0002,1
2.8742,2.433,1
3.3239,1.0348,1
0.46448,1.8225,1
2.7605,2.0727,1
1.4451,0.93376,1
2.5442,2.4825,1
2.8435,1.5961,1
2.9296,2.7797,1
3.3908,2.18,1
2.7649,0.51456,1
1.7679,0.86264,1
2.1404,1.078,1
3.5205,3.234,1
5.6968,2.8437,1
2.7634,1.9596,1
3.5765,1.4469,1
2.8983,6.3802,1
2.9893,2.107,1
2.8672,-0.77899,1
1.6581,2.4718,1
1.1406,2.9487,1
3.7177,2.9573,1
1.3107,1.2431,1
1.9052,0.61074,1
3.0651,4.6379,1
3.786,6.3316,1
1.6335,-0.049823,1
2.0401,2.9401,1
3.5727,1.1628,1
2.8981,3.2442,1
1.9775,1.6228,1
2.0947,1.9677,1
0.84408,1.2557,1
1.2132,3.827,1
3.3253,2.7598,1
0.50334,2.1568,1
2.1289,3.57,1
0.20939,2.8174,1
3.2755,3.5002,1
0.48343,2.6221,1
-0.35747,1.1982,1
1.8054,0.9081,1
-0.1186,2.4921,1
1.7825,3.8689,1
3.0252,4.3239,1
4.0258,2.0143,1
-1.2255,1.6191,1
1.2706,2.084,1
0.34707,4.7567,1
2.3261,-0.28566,1
3.5015,1.5977,1
1.7064,0.207,1
3.0803,3.6674,1
1.3017,-1.4502,1
-0.22659,5.0744,1
1.6379,1.8335,1
0.79297,0.66027,1
-1.6936,-0.04858,1
2.1544,1.3892,1
3.3017,2.2939,1
-1.7595,0.47115,1
0.3667,0.75795,1
3.3045,3.7433,1
3.3702,2.9909,1
0.36091,-0.84414,1
-0.95951,1.1936,1
0.52601,1.9425,1
2.6662,0.13926,1
0.32468,-0.30392,1
1.0126,1.4259,1
1.0275,1.4558,1
-0.12582,2.4976,1
1.4422,3.9726,1
0.56411,1.6092,1
2.375,3.1662,1
2.7641,4.7452,1
1.5279,2.6796,1
1.6692,0.27333,1
1.3777,4.8099,1
1.2865,1.5193,1
1.0982,3.6471,1
3.1148,0.65657,1
1.304,0.33019,1
1.2219,1.6108,1
1.7606,-0.010975,1
4.707,5.1957,1
0.66415,1.4816,1
2.4924,3.9166,1
-0.53694,0.8389,1
5.3845,1.441,1
1.9108,-0.72086,1
-1.2208,0.30149,1
-2.6897,0.81858,1
-0.12412,0.56049,1
4.7372,3.5162,1
2.0763,4.5556,1
2.1592,5.427,1
-0.95099,0.6353,1
0.14863,4.3404,1
1.2921,-0.3272,1
1.566,-0.056794,1
2.8944,2.026,1
3.3433,2.2818,1
0.11716,2.4443,1
-0.33591,3.6221,1
4.1317,5.3515,1
2.4556,1.0461,1
1.6338,2.4777,1
1.8067,3.5639,1
-0.39601,3.2393,1
3.8228,-0.81312,1
0.38002,3.0412,1
2.4524,2.8367,1
3.1884,2.2367,1
3.626,3.054,1
2.542,1.1311,1
1.9597,1.3962,1
-1.0257,3.0269,1
3.1104,2.6693,1
0.80209,1.3467,1
2.4965,4.3055,1
3.3781,-0.39417,1
4.9356,2.4614,1
3.4307,2.2942,1
1.7131,0.82568,1
1.9896,4.223,1
1.0029,0.90446,1
0.74314,2.6654,1
-1.4716,1.32,1
0.57557,0.68255,1
2.4467,0.89784,1
1.8654,3.4164,1
2.5616,2.5471,1
0.6611,-1.8592,1
4.6194,2.0938,1
3.7506,3.3994,1
0.75478,1.5774,1
4.9602,1.2401,1
1.0225,3.8108,1
2.5702,1.4861,1
1.5705,-0.28408,1
3.0045,2.5451,1
5.6625,3.5775,1
2.4099,1.8933,1
4.9278,2.2976,1
3.0715,3.3335,1
0.29135,1.0439,1
0.58378,1.0815,1
